subject,isbn
New York Times bestseller,9780143133872
Women in aeronautics,9781328592798
"Air pilots, biography",9781328592798
"Women, united states, biography",9781328592798
nyt:sports=2019-04-07,9781328592798
New York Times bestseller,9781328592798
New york mets (baseball team),9781250184382
Baseball players,9781250184382
Pitching (baseball),9781250184382
nyt:sports=2019-05-12,9781250184382
New York Times bestseller,9781250184382
"Businesspeople, juvenile literature",9781501135927
"Business, juvenile literature",9781501135927
"Business, biography",9781501135927
nyt:sports=2017-11-12,9781501135927
New York Times bestseller,9781501135927
nyt:paperback-nonfiction=2018-05-20,9781501135927
Sporting goods industry,9781501135927
Nike (Firm),9781501135927
Businesspeople,9781501135927
Biography,9781501135927
History,9781501135927
"Businesspeople, biography",9781501135927
"Business enterprises, history",9781501135927
nyt:business-books=2016-05-08,9781501135927
memoir,9781501135927
nike,9781501135927
Business,9781501135927
Sporting goods,9781501135927
Child athletes,9781501126444
African American golfers,9781501126444
Golfers,9781501126444
Biography,9781501126444
"Golf, biography",9781501126444
"Woods, tiger, 1975-",9781501126444
Racially mixed people,9781501126444
Large type books,9781501126444
nyt:sports=2018-04-08,9781501126444
New York Times bestseller,9781501126444
New york yankees (baseball team),9781328589354
"Baseball, management",9781328589354
nyt:sports=2019-04-07,9781328589354
New York Times bestseller,9781328589354
"Baseball, history",9781328589354
Sports and games,9781328589354
"Trials, litigation",9781538713822
Trials (Murder),9781538713822
Football players,9781538713822
Murder,9781538713822
Biography,9781538713822
Case studies,9781538713822
Murderers,9781538713822
"Murder, massachusetts",9781538713822
Trials (murder),9781538713822
nyt:combined-print-and-e-book-nonfiction=2018-02-11,9781538713822
New York Times bestseller,9781538713822
Large type books,9781538713822
nyt:sports=2018-04-08,9781538713822
"Basketball, biography",9781538730874
nyt:sports=2019-05-12,9781538730874
New York Times bestseller,9781538730874
Women millionaires,9781250126061
Fiction,9781250126061
Women lawyers,9781250126061
Female friendship,9781250126061
"Fiction, romance, contemporary",9781250126061
"Friendship, fiction",9781250126061
"Fiction, women",9781250126061
nyt:hardcover-fiction=2018-05-27,9781250126061
New York Times bestseller,9781250126061
brothels,9780385490818
Canadian authors,9780385490818
Canadian fantasy fiction,9780385490818
Canadian fiction (fictional works by one author),9780385490818
Christian fundamentalism,9780385490818
Dystopian fiction,9780385490818
Dystopias,9780385490818
fantasy fiction,9780385490818
Fiction,9780385490818
"Fiction, dystopian",9780385490818
"Fiction, fantasy, general",9780385490818
handmaids,9780385490818
Large type books,9780385490818
Man-woman relationships,9780385490818
"Man-woman relationships, fiction",9780385490818
military dictatorship,9780385490818
Misogyny,9780385490818
New York Times bestseller,9780385490818
nyt:e-book-fiction=2017-01-22,9780385490818
nyt:trade-fiction-paperback=2017-02-26,9780385490818
Old Testament,9780385490818
Political,9780385490818
political fiction,9780385490818
pregnancy,9780385490818
religious fanaticism,9780385490818
revolution,9780385490818
science fiction,9780385490818
Scrabble,9780385490818
Social aspects,9780385490818
theocracy,9780385490818
theonomy,9780385490818
totalitarianism,9780385490818
United States Congress,9780385490818
Women,9780385490818
Study guides,9780385490818
History and criticism,9780385490818
"Handmaid's tale (Atwood, Margaret)",9780385490818
Roman canadien de langue anglaise,9780385490818
Misogynie,9780385490818
collectionID:EanesChallenge,9780385490818
nyt:combined-print-and-e-book-fiction=2018-05-27,9780525505310
New York Times bestseller,9780525505310
"Married people, fiction",9780525505310
"Fiction, family life",9780525505310
"Fiction, suspense",9780525505310
"Fiction, mystery & detective, general",9780525505310
Politics and government,9781250192455
Officials and employees,9781250192455
United States. Federal Bureau of Investigation,9781250192455
United States,9781250192455
Leadership,9781250192455
Biography,9781250192455
Political leadership,9781250192455
Political ethics,9781250192455
"War on Terrorism, 2001-2009",9781250192455
United States. Department of Justice,9781250192455
Election,9781250192455
Presidents,9781250192455
Large type books,9781250192455
Personal narratives,9781250192455
"United states, federal bureau of investigation",9781250192455
"United states, politics and government, 2009-2017",9781250192455
"United states, politics and government, 2017-",9781250192455
"United states, politics and government, 2001-2009",9781250192455
"Lawyers, biography",9781250192455
"United states, politics and government, biography",9781250192455
nyt:combined-print-and-e-book-nonfiction=2018-05-06,9781250192455
New York Times bestseller,9781250192455
New York Times reviewed,9781250192455
"United states, politics and government, 2017-2021",9781250192455
Cronología histórica,9780062316110
Technology and civilization,9780062316110
Tecnología y civilización,9780062316110
Human beings,9780062316110
Historical Chronology,9780062316110
Historia universal,9780062316110
Historia,9780062316110
Civilization,9780062316110
Hombre,9780062316110
World history,9780062316110
History,9780062316110
Non-Fiction,9780062316110
Science,9780062316110
SCIENCE / Life Sciences / General,9780062316110
SCIENCE / General,9780062316110
SCIENCE / Life Sciences / Evolution,9780062316110
Weltgeschichte,9780062316110
"Civilization, history",9780062316110
"Chronology, historical",9780062316110
Chronologie historique,9780062316110
Technologie et civilisation,9780062316110
Histoire universelle,9780062316110
Histoire,9780062316110
Humans,9780062316110
Civilisation,9780062316110
Homme,9780062316110
nyt:combined-print-and-e-book-nonfiction=2015-03-01,9780062316110
New York Times bestseller,9780062316110
Life Sciences,9780062316110
Evolution,9780062316110
General,9780062316110
Menschheit,9780062316110
Humanité,9780062316110
Människan,9780062316110
Fysisk antropologi,9780062316110
Human,9780062316110
Sapiens,9780062316110
nyt:paperback-nonfiction=2018-06-03,9780062316110
"Comics & graphic novels, adaptations",9780062316110
Serial murders,9780062319784
Case studies,9780062319784
Serial murder investigation,9780062319784
Serial rape investigation,9780062319784
Cold cases (Criminal investigation),9780062319784
Homicide investigation,9780062319784
"Murder, california",9780062319784
nyt:combined-print-and-e-book-nonfiction=2018-03-18,9780062319784
New York Times bestseller,9780062319784
Rapists,9780062319784
Serial murderers,9780062319784
nyt:paperback-nonfiction=2019-03-17,9780062319784
"United states, federal bureau of investigation",9780307742483
"Murder, oklahoma",9780307742483
Homicide investigation,9780307742483
"Oklahoma, history",9780307742483
"Indians of north america, west (u.s.)",9780307742483
"Indians of north america, history",9780307742483
nyt:paperback-nonfiction=2018-04-22,9780307742483
New York Times bestseller,9780307742483
New York Times reviewed,9780307742483
Subculture,9780399590504
Home schooling,9780399590504
Family,9780399590504
Anecdotes,9780399590504
Victims of family violence,9780399590504
Women college students,9780399590504
Christian biography,9780399590504
Rural conditions,9780399590504
Survivalism,9780399590504
Biography,9780399590504
Women,9780399590504
Ancedotes,9780399590504
Idaho,9780399590504
BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs,9780399590504
BIOGRAPHY & AUTOBIOGRAPHY / Women,9780399590504
BIOGRAPHY & AUTOBIOGRAPHY / Religious,9780399590504
"Women, united states, biography",9780399590504
"Idaho, biography",9780399590504
"Idaho, social conditions",9780399590504
Family violence,9780399590504
nyt:combined-print-and-e-book-nonfiction=2018-03-11,9780399590504
New York Times bestseller,9780399590504
New York Times reviewed,9780399590504
Mountain people,9780062300553
Family,9780062300553
Social mobility,9780062300553
Working class whites,9780062300553
Case studies,9780062300553
Economic conditions,9780062300553
Large print books,9780062300553
Social conditions,9780062300553
Biography,9780062300553
"Working class, history",9780062300553
"Working class, united states",9780062300553
"Whites, history",9780062300553
"Social mobility, united states",9780062300553
"Kentucky, economic conditions",9780062300553
"Kentucky, social conditions",9780062300553
"Ohio, biography",9780062300553
"Kentucky, biography",9780062300553
"Ohio, economic conditions",9780062300553
nyt:paperback-nonfiction=2018-05-20,9780062300553
New York Times bestseller,9780062300553
Production and direction,9781101884034
Television,9781101884034
Interpersonal relations,9781101884034
Fiction,9781101884034
nyt:hardcover-fiction=2018-06-03,9781101884034
New York Times bestseller,9781101884034
Man-woman relationships,9781101884034
Large type books,9781101884034
"Fiction, romance, contemporary",9781101884034
United States,9781538761397
Murder,9781538761397
Investigation,9781538761397
United States. Federal Bureau of Investigation,9781538761397
Government investigators,9781538761397
International crimes,9781538761397
Memory disorders,9781538761397
Fiction,9781538761397
"Pennsylvania, fiction",9781538761397
"Fiction, thrillers",9781538761397
"Fiction, thrillers, general",9781538761397
nyt:hardcover-fiction=2018-05-06,9781538761397
New York Times bestseller,9781538761397
Amos Decker (Fictitious character),9781538761397
FICTION / Action & Adventure,9781538761397
FICTION / Mystery & Detective / International Mystery & Crime,9781538761397
FICTION / Thrillers / Suspense,9781538761397
nyt:combined-print-and-e-book-fiction=2018-05-06,9781538761397
Women millionaires,9781250126061
Fiction,9781250126061
Women lawyers,9781250126061
Female friendship,9781250126061
"Fiction, romance, contemporary",9781250126061
"Friendship, fiction",9781250126061
"Fiction, women",9781250126061
nyt:hardcover-fiction=2018-05-27,9781250126061
New York Times bestseller,9781250126061
FICTION / Contemporary Women,9780425284681
Brothers and sisters,9780425284681
Orphanages,9780425284681
FICTION / Literary,9780425284681
FICTION / Historical,9780425284681
Fiction,9780425284681
"Fiction, historical",9780425284681
"Tennessee, fiction",9780425284681
"South carolina, fiction",9780425284681
"Brothers and sisters, fiction",9780425284681
"Fiction, family life",9780425284681
nyt:hardcover-fiction=2017-08-06,9780425284681
New York Times bestseller,9780425284681
Single mothers,9780735224292
Motherhood,9780735224292
Female friendship,9780735224292
Adoption,9780735224292
Family secrets,9780735224292
Interracial adoption,9780735224292
Custody of children,9780735224292
Family life,9780735224292
fiction,9780735224292
Asian American,9780735224292
Literary,9780735224292
Dometic Fiction,9780735224292
Domestic Fiction,9780735224292
Bibliography,9780735224292
Sentimental fiction,9780735224292
woman's fiction,9780735224292
Secrecy,9780735224292
FICTION / Literary,9780735224292
"Fiction, family life",9780735224292
"Mothers and daughters, fiction",9780735224292
"Cleveland (ohio), fiction",9780735224292
"Fiction, cultural heritage",9780735224292
"Friendship, fiction",9780735224292
nyt:hardcover-fiction=2017-10-01,9780735224292
New York Times bestseller,9780735224292
New York Times reviewed,9780735224292
"Fiction, asian american",9780735224292
"Fiction, family life, general",9780735224292
nyt:trade-fiction-paperback=2019-05-26,9780735224292
Abandoned children,9780525521198
Brothers and sisters,9780525521198
Fiction,9780525521198
nyt:combined-print-and-e-book-fiction=2018-05-27,9780525521198
New York Times bestseller,9780525521198
New York Times reviewed,9780525521198
"Fiction, coming of age",9780525521198
"Brothers and sisters, fiction",9780525521198
"London (england), fiction",9780525521198
"Fiction, historical, general",9780525521198
"World war, 1939-1945, fiction",9780525521198
Recluses,9780062678416
Voyeurism,9780062678416
Fiction,9780062678416
Families,9780062678416
Family,9780062678416
FICTION,9780062678416
Psychological,9780062678416
Suspense fiction,9780062678416
Thriller fiction,9780062678416
Thrillers,9780062678416
Suspense,9780062678416
Crime,9780062678416
Agoraphobia,9780062678416
Hermits,9780062678416
"Fiction, suspense",9780062678416
"New york (n.y.), fiction",9780062678416
nyt:combined-print-and-e-book-fiction=2018-01-21,9780062678416
New York Times bestseller,9780062678416
FICTION / Family Life / General,9780312577230
"Vietnam War, 1961-1975",9780312577230
FICTION / Women,9780312577230
Dysfunctional families,9780312577230
Veterans,9780312577230
Fiction,9780312577230
Families,9780312577230
Women,9780312577230
nyt:hardcover-fiction=2018-02-25,9780312577230
New York Times bestseller,9780312577230
Fiction,9781476756554
Women prisoners,9781476756554
Children of prisoners,9781476756554
"Mothers and sons, fiction",9781476756554
"Fiction, family life",9781476756554
nyt:hardcover-fiction=2018-05-20,9781476756554
New York Times bestseller,9781476756554
New York Times reviewed,9781476756554
Politics and government,9781250192455
Officials and employees,9781250192455
United States. Federal Bureau of Investigation,9781250192455
United States,9781250192455
Leadership,9781250192455
Biography,9781250192455
Political leadership,9781250192455
Political ethics,9781250192455
"War on Terrorism, 2001-2009",9781250192455
United States. Department of Justice,9781250192455
Election,9781250192455
Presidents,9781250192455
Large type books,9781250192455
Personal narratives,9781250192455
"United states, federal bureau of investigation",9781250192455
"United states, politics and government, 2009-2017",9781250192455
"United states, politics and government, 2017-",9781250192455
"United states, politics and government, 2001-2009",9781250192455
"Lawyers, biography",9781250192455
"United states, politics and government, biography",9781250192455
nyt:combined-print-and-e-book-nonfiction=2018-05-06,9781250192455
New York Times bestseller,9781250192455
New York Times reviewed,9781250192455
"United states, politics and government, 2017-2021",9781250192455
Serial murders,9780062319784
Case studies,9780062319784
Serial murder investigation,9780062319784
Serial rape investigation,9780062319784
Cold cases (Criminal investigation),9780062319784
Homicide investigation,9780062319784
"Murder, california",9780062319784
nyt:combined-print-and-e-book-nonfiction=2018-03-18,9780062319784
New York Times bestseller,9780062319784
Rapists,9780062319784
Serial murderers,9780062319784
nyt:paperback-nonfiction=2019-03-17,9780062319784
Subculture,9780399590504
Home schooling,9780399590504
Family,9780399590504
Anecdotes,9780399590504
Victims of family violence,9780399590504
Women college students,9780399590504
Christian biography,9780399590504
Rural conditions,9780399590504
Survivalism,9780399590504
Biography,9780399590504
Women,9780399590504
Ancedotes,9780399590504
Idaho,9780399590504
BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs,9780399590504
BIOGRAPHY & AUTOBIOGRAPHY / Women,9780399590504
BIOGRAPHY & AUTOBIOGRAPHY / Religious,9780399590504
"Women, united states, biography",9780399590504
"Idaho, biography",9780399590504
"Idaho, social conditions",9780399590504
Family violence,9780399590504
nyt:combined-print-and-e-book-nonfiction=2018-03-11,9780399590504
New York Times bestseller,9780399590504
New York Times reviewed,9780399590504
POLITICAL SCIENCE / American Government / Executive Branch,9780393652109
United States,9780393652109
POLITICAL SCIENCE / International Relations / Diplomacy,9780393652109
POLITICAL SCIENCE / Peace,9780393652109
United States. Department of State,9780393652109
Foreign relations administration,9780393652109
Foreign relations,9780393652109
Diplomacy,9780393652109
"United states, foreign relations, 21st century",9780393652109
"United states, politics and government, 21st century",9780393652109
"United states, department of state",9780393652109
"United states, foreign relations administration",9780393652109
nyt:combined-print-and-e-book-nonfiction=2018-05-13,9780393652109
New York Times bestseller,9780393652109
New York Times reviewed,9780393652109
Fascism,9780062802187
History,9780062802187
"World politics, 20th century",9780062802187
"World politics, 21st century",9780062802187
modern history,9780062802187
brothels,9780385490818
Canadian authors,9780385490818
Canadian fantasy fiction,9780385490818
Canadian fiction (fictional works by one author),9780385490818
Christian fundamentalism,9780385490818
Dystopian fiction,9780385490818
Dystopias,9780385490818
fantasy fiction,9780385490818
Fiction,9780385490818
"Fiction, dystopian",9780385490818
"Fiction, fantasy, general",9780385490818
handmaids,9780385490818
Large type books,9780385490818
Man-woman relationships,9780385490818
"Man-woman relationships, fiction",9780385490818
military dictatorship,9780385490818
Misogyny,9780385490818
New York Times bestseller,9780385490818
nyt:e-book-fiction=2017-01-22,9780385490818
nyt:trade-fiction-paperback=2017-02-26,9780385490818
Old Testament,9780385490818
Political,9780385490818
political fiction,9780385490818
pregnancy,9780385490818
religious fanaticism,9780385490818
revolution,9780385490818
science fiction,9780385490818
Scrabble,9780385490818
Social aspects,9780385490818
theocracy,9780385490818
theonomy,9780385490818
totalitarianism,9780385490818
United States Congress,9780385490818
Women,9780385490818
Study guides,9780385490818
History and criticism,9780385490818
"Handmaid's tale (Atwood, Margaret)",9780385490818
Roman canadien de langue anglaise,9780385490818
Misogynie,9780385490818
collectionID:EanesChallenge,9780385490818
Canadian poetry,9781449474256
Survival,9781449474256
Poetry,9781449474256
Women,9781449474256
Poetry (poetic works by one author),9781449474256
nyt:trade-fiction-paperback=2016-05-01,9781449474256
New York Times bestseller,9781449474256
collectionID:TexChallenge2021,9781449474256
"BODY, MIND & SPIRIT",9781449474256
FICTION,9781449474256
Romance,9781449474256
Literature,9781449474256
Amerikanisches Englisch,9781449474256
Lyrik,9781449474256
Kvinnor,9781449474256
Survival skills,9781449474256
American poetry,9781449474256
collectionID:KellerChallenge,9781449474256
banned books,9781449474256
Self-actualization (Psychology),9781449486792
Poetry,9781449486792
American poetry,9781449486792
nyt:combined-print-and-e-book-fiction=2017-10-22,9781449486792
New York Times bestseller,9781449486792
New York Times reviewed,9781449486792
Poetry (poetic works by one author),9781449486792
Rich people,9780345803788
Fiancées,9780345803788
Americans,9780345803788
Social conflict,9780345803788
Fiancés,9780345803788
Fiction,9780345803788
Romantic Comedy,9780345803788
Family Life,9780345803788
Romance,9780345803788
Fiancees,9780345803788
General,9780345803788
Fiances,9780345803788
Women,9780345803788
Amerikanisches Englisch,9780345803788
nyt:combined-print-and-e-book-fiction=2018-05-13,9780345803788
New York Times bestseller,9780345803788
New York Times reviewed,9780345803788
"Fiction, family life, general",9780345803788
"Singapore, fiction",9780345803788
Single women,9780345803788
Single men,9780345803788
Rich,9780345803788
Domestic fiction,9780345803788
FICTION / Asian American,9780345803788
FICTION / Contemporary Women,9780345803788
Singaporean fiction (English),9780345803788
Humorous stories,9780345803788
Riqueza,9780345803788
Ficcion,9780345803788
Luchas sociales,9780345803788
Parejas solteras,9780345803788
Chinese fiction,9780345803788
"Fiction, family life",9780345803788
nyt:trade-fiction-paperback=2018-05-20,9781455524174
New York Times bestseller,9781455524174
"Bosch, harry (fictitious character), fiction",9781455524174
"Fiction, mystery & detective, police procedural",9781455524174
"Los angeles (calif.), fiction",9781455524174
Regression (Civilization),9780307887443
Utopias,9780307887443
Virtual reality,9780307887443
Fiction,9780307887443
Puzzles,9780307887443
"Fiction, science fiction, action & adventure",9780307887443
"Fiction, dystopian",9780307887443
Shared virtual environments,9780307887443
YOUNG ADULT FICTION / Computers & Digital Media,9780307887443
YOUNG ADULT FICTION / Dystopian,9780307887443
YOUNG ADULT FICTION / Media Tie-In,9780307887443
YOUNG ADULT FICTION / Mysteries & Detective Stories,9780307887443
YOUNG ADULT FICTION / Science Fiction / General,9780307887443
nyt:trade-fiction-paperback=2012-06-24,9780307887443
New York Times bestseller,9780307887443
New York Times reviewed,9780307887443
Women journalists,9781501132957
Cruise ships,9781501132957
Fiction,9781501132957
Large type books,9781501132957
"Fiction, psychological",9781501132957
"Fiction, suspense",9781501132957
"Fiction, mystery & detective, women sleuths",9781501132957
"Women journalists, fiction",9781501132957
Witnesses,9781501132957
FICTION,9781501132957
Suspense,9781501132957
Literary,9781501132957
Murder,9781501132957
FICTION / Thrillers / Suspense,9781501132957
FICTION / Thrillers / Psychological,9781501132957
FICTION / Literary,9781501132957
nyt:trade-fiction-paperback=2017-04-30,9781501132957
New York Times bestseller,9781501132957
"Fiction, thrillers, suspense",9781501132957
Race relations,9780345544971
Criminal defense lawyers,9780345544971
Racism,9780345544971
Fiction,9780345544971
FICTION / Contemporary Women,9780345544971
African American nurses,9780345544971
FICTION / Sagas,9780345544971
FICTION / Literary,9780345544971
nyt:trade-fiction-paperback=2018-03-11,9780345544971
New York Times bestseller,9780345544971
"African americans, fiction",9780345544971
"Lawyers, fiction",9780345544971
"Fiction, family life",9780345544971
"Fiction, legal",9780345544971
"Fiction, women",9780345544971
Blind,9781501173219
FICTION / General,9781501173219
Fiction,9781501173219
Youth,9781501173219
"World War, 1939-1945",9781501173219
FICTION / Literary,9781501173219
FICTION / Historical,9781501173219
History,9781501173219
Reading Level-Grade 9,9781501173219
Reading Level-Grade 11,9781501173219
Reading Level-Grade 10,9781501173219
Reading Level-Grade 12,9781501173219
Large type books,9781501173219
"Fiction, historical",9781501173219
"World war, 1939-1945, fiction",9781501173219
"Germany, fiction",9781501173219
"France, fiction",9781501173219
Literary,9781501173219
General,9781501173219
Historical,9781501173219
Amerikanisches Englisch,9781501173219
nyt:trade-fiction-paperback=2017-04-23,9781501173219
New York Times bestseller,9781501173219
nyt:hardcover-fiction=2014-05-25,9781501173219
New York Times reviewed,9781501173219
nyt:e-book-fiction=2014-06-08,9781501173219
Juventud,9781501173219
"Guerra Mundial II, 1939-1945",9781501173219
Ciegos,9781501173219
Historia,9781501173219
Novela,9781501173219
Novela histórica,9781501173219
Survival,9781501173219
American fiction,9781501173219
Friendship,9781501173219
"Fiction, historical, general",9781501173219
18.06 Anglo-American literature,9781501173219
Berliner Mauer,9781501173219
Bildungsromans,9781501173219
Fathers and daughters,9781501173219
People with disabilities,9781501173219
Historical fiction,9781501173219
Children,9781501173219
Roman,9781501173219
Tweede Wereldoorlog,9781501173219
FICTION / African American / General,9781501126079
Suspense fiction,9781501126079
FICTION / Literary,9781501126079
African American families,9781501126079
FICTION / Coming of Age,9781501126079
Fiction,9781501126079
Drug addicts,9781501126079
Children of drug addicts,9781501126079
Large type books,9781501126079
"Fiction, family life",9781501126079
"Mississippi, fiction",9781501126079
"African americans, fiction",9781501126079
nyt:hardcover-fiction=2017-10-15,9781501126079
New York Times bestseller,9781501126079
New York Times reviewed,9781501126079
Murder,9781250123084
Investigation,9781250123084
Family-owned business enterprises,9781250123084
Missing persons,9781250123084
Secrecy,9781250123084
Fiction,9781250123084
Dude ranches,9781250123084
Large type books,9781250123084
Women ranchers,9781250123084
"Fiction, romance, suspense",9781250123084
nyt:hardcover-fiction=2017-06-18,9781250123084
New York Times bestseller,9781250123084
nyt:combined-print-and-e-book-fiction=2017-06-18,9781250123084
"Korea, fiction",9781455563920
"Fiction, family life",9781455563920
"Japan, fiction",9781455563920
"Fiction, historical",9781455563920
nyt:trade-fiction-paperback=2017-12-24,9781455563920
New York Times bestseller,9781455563920
Female friendship,9781501156205
Fiction,9781501156205
Secrecy,9781501156205
"Fiction, suspense",9781501156205
"Fiction, thrillers",9781501156205
"Fiction, thrillers, general",9781501156205
nyt:combined-print-and-e-book-fiction=2017-08-13,9781501156205
New York Times bestseller,9781501156205
Cronología histórica,9780062316110
Technology and civilization,9780062316110
Tecnología y civilización,9780062316110
Human beings,9780062316110
Historical Chronology,9780062316110
Historia universal,9780062316110
Historia,9780062316110
Civilization,9780062316110
Hombre,9780062316110
World history,9780062316110
History,9780062316110
Non-Fiction,9780062316110
Science,9780062316110
SCIENCE / Life Sciences / General,9780062316110
SCIENCE / General,9780062316110
SCIENCE / Life Sciences / Evolution,9780062316110
Weltgeschichte,9780062316110
"Civilization, history",9780062316110
"Chronology, historical",9780062316110
Chronologie historique,9780062316110
Technologie et civilisation,9780062316110
Histoire universelle,9780062316110
Histoire,9780062316110
Humans,9780062316110
Civilisation,9780062316110
Homme,9780062316110
nyt:combined-print-and-e-book-nonfiction=2015-03-01,9780062316110
New York Times bestseller,9780062316110
Life Sciences,9780062316110
Evolution,9780062316110
General,9780062316110
Menschheit,9780062316110
Humanité,9780062316110
Människan,9780062316110
Fysisk antropologi,9780062316110
Human,9780062316110
Sapiens,9780062316110
nyt:paperback-nonfiction=2018-06-03,9780062316110
"Comics & graphic novels, adaptations",9780062316110
"United states, federal bureau of investigation",9780307742483
"Murder, oklahoma",9780307742483
Homicide investigation,9780307742483
"Oklahoma, history",9780307742483
"Indians of north america, west (u.s.)",9780307742483
"Indians of north america, history",9780307742483
nyt:paperback-nonfiction=2018-04-22,9780307742483
New York Times bestseller,9780307742483
New York Times reviewed,9780307742483
Mountain people,9780062300553
Family,9780062300553
Social mobility,9780062300553
Working class whites,9780062300553
Case studies,9780062300553
Economic conditions,9780062300553
Large print books,9780062300553
Social conditions,9780062300553
Biography,9780062300553
"Working class, history",9780062300553
"Working class, united states",9780062300553
"Whites, history",9780062300553
"Social mobility, united states",9780062300553
"Kentucky, economic conditions",9780062300553
"Kentucky, social conditions",9780062300553
"Ohio, biography",9780062300553
"Kentucky, biography",9780062300553
"Ohio, economic conditions",9780062300553
nyt:paperback-nonfiction=2018-05-20,9780062300553
New York Times bestseller,9780062300553
dying,9781250076229
geriatrics,9781250076229
medicine,9781250076229
Activities of Daily Living,9781250076229
Conduct of life,9781250076229
Attitude to Death,9781250076229
Critical care medicine,9781250076229
Terminal care,9781250076229
Diagnosis,9781250076229
Attitude (Psychology),9781250076229
SOCIAL SCIENCE,9781250076229
Elderly,9781250076229
Aged,9781250076229
Physiology,9781250076229
Death & Dying,9781250076229
Physiological aspects,9781250076229
Aging,9781250076229
Death,9781250076229
Quality of Life,9781250076229
Prognosis,9781250076229
Palliative treatment,9781250076229
Medical ethics,9781250076229
Older people,9781250076229
"Death, psychological aspects",9781250076229
Attitudes,9781250076229
Large type books,9781250076229
MEDICAL / Terminal Care,9781250076229
nyt:combined-print-and-e-book-nonfiction=2014-10-26,9781250076229
New York Times bestseller,9781250076229
New York Times reviewed,9781250076229
Mortality,9781250076229
Family and Relationships,9781250076229
Sterben,9781250076229
Sterbebegleitung,9781250076229
Krankenpflege,9781250076229
Lebensverlängerung,9781250076229
Intuition,9780374533557
Thought and thinking,9780374533557
Reasoning,9780374533557
Decision making,9780374533557
New York Times bestseller,9780374533557
nyt:hardcover_business_books=2012-02-25,9780374533557
Long Now Manual for Civilization,9780374533557
Thinking,9780374533557
Kognition,9780374533557
"77.32 intelligence, creativity",9780374533557
Tankande,9780374533557
Beslutsfattande,9780374533557
Besliskunde,9780374533557
Resonerande,9780374533557
Psykologiska aspekter,9780374533557
Emotions and cognition,9780374533557
Schlussfolgern,9780374533557
Entscheidungsfindung,9780374533557
Tänkande,9780374533557
New York Times reviewed,9780374533557
Reason,9780374533557
Pensée,9780374533557
Prise de décision,9780374533557
Raison,9780374533557
Émotions et cognition,9780374533557
Autobiographies,9780812984965
Biography,9780812984965
Biographies,9780812984965
Equal Justice Initiative,9780812984965
lawyers,9780812984965
social reformers,9780812984965
administration of criminal justice,9780812984965
discrimination in criminal justice administration,9780812984965
legal assistance to the poor,9780812984965
false imprisonment,9780812984965
judicial error,9780812984965
public interest law,9780812984965
jurists,9780812984965
memoirs,9780812984965
Southern Center for Human Rights,9780812984965
Eighth Amendment to the United States Constitution,9780812984965
Supreme Court of the United States,9780812984965
Miller v. Alabama,9780812984965
law,9780812984965
criminal law,9780812984965
sentencing,9780812984965
political science,9780812984965
public policy,9780812984965
social science,9780812984965
penology,9780812984965
Law - Criminal Law - Sentencing,9780812984965
Political Science - Public Policy - General,9780812984965
Social Science - Penology,9780812984965
Sentences (criminal procedure),9780812984965
"Criminal justice, administration of",9780812984965
"Lawyers, biography",9780812984965
"Criminal law, united states",9780812984965
Justice,9780812984965
Todesstrafe,9780812984965
Rassismus,9780812984965
Jurist,9780812984965
Umschulungswerkstätten für Siedler und Auswanderer,9780812984965
Strafverfolgung,9780812984965
"United states, biography, juvenile literature",9780812984965
Reformers,9780812984965
"Justice, administration of",9780812984965
nyt:crime-and-punishment=2014-10-12,9780812984965
New York Times bestseller,9780812984965
New York Times reviewed,9780812984965
Social life and customs,9780375725609
Murder,9780375725609
Open Library Staff Picks,9780375725609
Serial murders,9780375725609
Nonfiction,9780375725609
Architects,9780375725609
New York Times bestseller,9780375725609
Case studies,9780375725609
Serial murderers,9780375725609
"World's Columbian Exposition (1893 : Chicago, Ill.)",9780375725609
Biography,9780375725609
History,9780375725609
"World's Columbian Exposition (1893 : Chicago, Ill.) (NOBLE)39295",9780375725609
"World's Columbian Exposition (1893 : Chicago, Ill)",9780375725609
"Murder, illinois",9780375725609
"Burnham, daniel hudson, 1846-1912",9780375725609
"Chicago (ill.), history",9780375725609
Urban,9780375725609
20th Century,9780375725609
Serial killers,9780375725609
Mehrfachtäter,9780375725609
Mörder,9780375725609
Belletristische Darstellung,9780375725609
Weltausstellung (1893),9780375725609
World's Columbian Exposition. fast (OCoLC)fst01405620,9780375725609
"World's Columbian Exposition (1893 : Chicago, Ill.) sears",9780375725609
"World's Columbian Exposition 1893 Chicago, Ill",9780375725609
"Weltausstellung 1893 Chicago, Ill. gnd",9780375725609
Chicago,9780375725609
Chicago (Ill.),9780375725609
Ji shi xiao shuo,9780375725609
HISTORY,9780375725609
19th Century,9780375725609
Criminals,9780375725609
New York Times reviewed,9780375725609
Domestic Politics,9780553447453
non-fiction,9780553447453
2008 financial crisis,9780553447453
low-income housing,9780553447453
eviction,9780553447453
poverty,9780553447453
profit,9780553447453
cities and towns,9780553447453
social science,9780553447453
urban sociology,9780553447453
poverty and homelessness,9780553447453
extreme poverty,9780553447453
affordable housing,9780553447453
Eviction,9780553447453
Profit,9780553447453
Cities and towns,9780553447453
SOCIAL SCIENCE / Poverty & Homelessness,9780553447453
